,id,ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,central_air,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,saleprice,total_bldg_sqft,bldg_age,total_baths,total_porch
992,1648,20,RL,12299.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,Stone,67.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,663.0,TA,TA,Y,0.0,213000.0,3193.0,29,3,0.0
993,618,20,RL,9900.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,Gd,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,2,550.0,Gd,TA,Y,0.0,175000.0,3371.0,42,2,327.0
994,2108,20,RL,6762.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,0,RFn,2,628.0,TA,TA,Y,105.0,195400.0,2416.0,0,3,54.0
995,772,20,RL,11625.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Fin,1,668.0,TA,TA,Y,0.0,113500.0,2104.0,42,1,215.0
996,2672,50,RL,6435.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,Fa,6,Typ,1,Unf,1,312.0,TA,TA,Y,0.0,140200.0,2549.0,67,1,0.0
997,2492,20,RL,8450.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,No,BLQ,Rec,GasA,1,3,1,TA,5,Typ,0,Unf,1,294.0,TA,TA,Y,0.0,116000.0,1791.0,38,1,155.0
999,2783,60,RL,8340.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,TA,Av,GLQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,317.0,TA,TA,Y,406.0,157500.0,2063.0,29,1,36.0
1000,786,20,RL,10708.0,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,No,LwQ,BLQ,GasA,1,2,1,TA,7,Typ,3,Fin,1,303.0,TA,TA,Y,476.0,190000.0,3484.0,54,2,142.0
1001,740,30,RM,6911.0,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,Mn,LwQ,Unf,GasA,1,2,1,Fa,5,Min1,0,Unf,2,440.0,TA,TA,Y,0.0,100000.0,2446.0,85,1,0.0
1002,2546,20,RL,8800.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,6,Typ,2,RFn,1,461.0,TA,TA,Y,0.0,160000.0,2502.0,42,2,116.0
1003,851,20,RL,10739.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,577.0,TA,TA,Y,144.0,203000.0,2875.0,7,3,40.0
1005,76,120,RL,8012.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,BLQ,BLQ,GasA,1,2,1,TA,5,Typ,1,RFn,1,264.0,TA,TA,Y,80.0,143000.0,1846.0,30,2,0.0
1006,2151,60,RL,16226.0,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,4,1,Gd,9,Typ,1,Fin,2,683.0,TA,TA,Y,208.0,267000.0,3480.0,9,2,50.0
1008,2907,120,RM,4500.0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Gd,No,GLQ,Unf,GasA,1,2,1,TA,5,Typ,0,Fin,2,405.0,TA,TA,Y,0.0,153500.0,2574.0,8,3,199.0
1009,1831,85,RL,16647.0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,ALQ,Unf,GasA,1,3,1,TA,6,Min2,2,Fin,2,611.0,TA,TA,Y,0.0,171000.0,3091.0,32,3,0.0
1010,2836,50,RL,8707.0,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,0,4,1,TA,9,Min2,0,Unf,1,288.0,Fa,TA,Y,0.0,107000.0,2762.0,82,1,56.0
1011,1955,20,RL,8300.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,TA,TA,CBlock,TA,Mn,Rec,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,1,288.0,TA,TA,Y,0.0,128500.0,1904.0,39,2,0.0
1012,1926,20,RL,9770.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,1,308.0,TA,TA,Y,0.0,116000.0,1844.0,50,2,34.0
1013,2924,20,RL,17400.0,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,5,Typ,1,RFn,2,484.0,TA,TA,P,295.0,160000.0,2252.0,29,3,41.0
1014,1003,120,RL,5070.0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,TA,Mn,Unf,Unf,GasA,1,2,1,Gd,5,Typ,0,RFn,2,506.0,TA,TA,Y,0.0,180000.0,2560.0,16,2,226.0
1015,1667,20,RL,7920.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,No,ALQ,GLQ,GasA,1,3,1,Ex,5,Typ,0,RFn,1,368.0,TA,Gd,Y,120.0,133000.0,1828.0,37,1,0.0
1016,2905,90,RM,7020.0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,TA,Gd,PConc,TA,Gd,GLQ,Unf,GasA,1,2,2,TA,8,Typ,0,Fin,4,784.0,TA,TA,Y,0.0,215000.0,2656.0,9,4,48.0
1017,921,70,RL,7500.0,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,Gd,7,Typ,2,Unf,1,213.0,TA,TA,P,0.0,177500.0,2265.0,67,1,224.0
1018,1780,20,RL,10612.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,484.0,TA,TA,Y,168.0,215000.0,3058.0,1,2,46.0
1019,746,50,RM,6120.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,LwQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,1,250.0,Fa,TA,Y,189.0,150000.0,2534.0,71,2,184.0
1021,606,20,RL,10004.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,No,Rec,BLQ,GasA,1,3,1,TA,6,Typ,0,RFn,2,472.0,TA,TA,Y,0.0,167000.0,3032.0,45,1,152.0
1024,2102,20,RL,11175.0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,2,440.0,TA,TA,Y,0.0,200141.0,2632.0,0,2,20.0
1026,941,70,RM,8660.0,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,0,5,1,Gd,11,Typ,0,Unf,2,576.0,TA,TA,Y,467.0,123000.0,2928.0,109,2,238.0
1027,2699,50,RL,12375.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,7,Typ,1,Unf,1,288.0,TA,TA,Y,0.0,137500.0,2228.0,55,2,0.0
1029,2607,20,RL,8658.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,3,1,TA,6,Typ,1,RFn,2,440.0,TA,TA,Y,0.0,160000.0,2412.0,41,2,138.0
1030,1754,60,RL,8063.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,RFn,2,463.0,TA,TA,Y,100.0,181000.0,2614.0,7,2,48.0
1031,1367,20,RM,8235.0,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,LwQ,Rec,GasA,1,2,1,TA,4,Typ,0,RFn,2,720.0,TA,TA,Y,140.0,125000.0,1650.0,53,2,50.0
1032,580,60,RL,11700.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,4,1,TA,8,Typ,0,Unf,2,441.0,TA,TA,Y,0.0,154000.0,2283.0,41,1,0.0
1033,341,60,RL,12961.0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,616.0,TA,TA,Y,162.0,231000.0,2949.0,17,3,312.0
1034,26,20,RL,8450.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,1,304.0,TA,TA,Y,0.0,142000.0,2112.0,42,2,269.0
1038,531,20,FV,7500.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,0,RFn,2,400.0,TA,TA,Y,0.0,185000.0,2442.0,5,3,113.0
1039,2189,40,RL,10042.0,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,ALQ,GasA,1,2,1,TA,4,Typ,1,Unf,1,216.0,TA,TA,Y,0.0,108500.0,1525.0,87,2,84.0
1040,2508,160,FV,2544.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,Gd,4,Typ,0,RFn,2,480.0,TA,TA,Y,0.0,147400.0,1823.0,1,2,166.0
1041,573,160,FV,3768.0,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,2,506.0,TA,TA,Y,0.0,156000.0,2143.0,10,3,34.0
1042,1363,50,RM,10320.0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,BrkTil,Fa,No,Unf,Unf,GasA,1,2,1,TA,6,Typ,0,Unf,2,400.0,Fa,Fa,Y,0.0,120000.0,2188.0,93,2,117.0
1043,487,80,RL,9734.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Mn,GLQ,Rec,GasA,1,3,1,Gd,7,Typ,0,Fin,2,400.0,TA,TA,Y,0.0,167000.0,1758.0,5,2,0.0
1044,1083,120,RL,3182.0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,No,GLQ,Unf,GasA,1,2,1,Gd,7,Typ,1,Fin,2,437.0,TA,TA,Y,156.0,191000.0,2850.0,3,2,20.0
1045,1620,80,RL,8872.0,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,390.0,TA,TA,Y,0.0,161500.0,1768.0,10,2,0.0
1046,1929,20,RL,12198.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Av,Rec,Unf,GasA,1,3,1,TA,7,Typ,1,RFn,1,310.0,TA,TA,Y,278.0,130000.0,2615.0,52,1,82.0
1047,1820,20,RL,8480.0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,2,624.0,TA,TA,Y,0.0,132500.0,1940.0,44,2,216.0
1048,1398,80,RL,10200.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Av,ALQ,Unf,GasA,1,3,1,Gd,5,Typ,0,Unf,3,912.0,TA,TA,Y,143.0,144000.0,1768.0,38,1,0.0
1050,2144,20,RL,7200.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,No,Rec,Unf,GasA,1,3,1,Gd,5,Typ,0,Unf,2,728.0,TA,TA,Y,352.0,117000.0,1260.0,35,1,0.0
1052,1403,20,RL,53227.0,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,BLQ,Unf,GasA,1,2,1,Gd,6,Min1,2,Fin,2,529.0,TA,TA,Y,224.0,256000.0,3027.0,54,2,137.0
1053,596,20,RL,9100.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,Rec,GasA,1,2,1,TA,5,Typ,0,Unf,1,429.0,TA,TA,Y,0.0,117500.0,1850.0,44,1,0.0
1054,922,50,RL,9600.0,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,No,Rec,Unf,GasA,1,2,1,TA,7,Min2,2,Unf,1,256.0,TA,TA,Y,0.0,160000.0,2036.0,69,2,70.0
1055,2065,20,RL,14175.0,Reg,Bnk,AllPub,Inside,Mod,Sawyer,PosA,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,Rec,ALQ,GasA,1,3,1,TA,6,Typ,1,Unf,1,323.0,TA,TA,Y,0.0,187000.0,2615.0,51,2,0.0
1057,1034,90,RL,9000.0,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Mn,Unf,Unf,GasA,1,4,2,TA,8,Typ,0,Unf,2,480.0,TA,TA,Y,0.0,133000.0,2688.0,34,3,45.0
1059,470,120,RL,3635.0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,TA,No,ALQ,Unf,GasA,1,1,1,Gd,7,Typ,1,RFn,3,660.0,TA,TA,Y,143.0,175900.0,2955.0,2,2,20.0
1060,819,20,RL,10933.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,1,1,Ex,8,Typ,1,Fin,3,1138.0,TA,TA,Y,185.0,323262.0,3235.0,0,2,24.0
1061,2160,20,RL,8450.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,531.0,TA,TA,Y,0.0,185000.0,2674.0,4,3,39.0
1062,2552,30,RL,8550.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,2,1,TA,4,Typ,1,Unf,1,240.0,TA,TA,Y,228.0,129800.0,1632.0,72,2,40.0
1063,41,20,RL,12182.0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,TA,Mn,BLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,RFn,2,532.0,TA,TA,Y,0.0,220000.0,3082.0,5,2,70.0
1064,742,50,RM,6120.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,1,240.0,TA,TA,Y,0.0,133000.0,2457.0,74,1,174.0
1065,686,50,RL,10800.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,4,1,TA,6,Typ,0,Unf,1,384.0,TA,TA,Y,0.0,133500.0,2293.0,60,2,204.0
1067,1630,60,RL,7655.0,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,RFn,2,392.0,TA,TA,Y,290.0,168000.0,2545.0,14,2,84.0
1068,191,70,RM,10560.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,6,Min1,0,Unf,2,624.0,TA,TA,Y,0.0,140750.0,2208.0,88,1,0.0
1069,1626,60,RL,7500.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,5,1,TA,7,Typ,1,Fin,2,482.0,TA,TA,Y,188.0,204000.0,3237.0,8,3,30.0
1070,59,60,RL,9505.0,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,8,Typ,1,Fin,2,434.0,TA,TA,Y,144.0,222500.0,2919.0,9,2,48.0
1071,2632,85,RL,10205.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,BLQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,300.0,TA,TA,Y,150.0,134500.0,1924.0,44,2,72.0
1072,1835,120,FV,4379.0,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,1,Fin,2,540.0,TA,TA,Y,160.0,214000.0,2756.0,3,3,56.0
1073,2675,190,RM,7800.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Mn,Rec,Unf,GasA,1,3,1,TA,5,Typ,1,Unf,2,410.0,TA,TA,Y,0.0,119900.0,1911.0,67,2,271.0
1075,1963,20,RL,7000.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,6,Typ,0,RFn,1,254.0,TA,TA,Y,0.0,135000.0,2144.0,47,1,16.0
1076,1352,50,RL,13053.0,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,4,1,Gd,8,Typ,1,Unf,2,370.0,TA,TA,N,0.0,207000.0,2681.0,85,1,220.0
1077,1519,50,RL,8400.0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Rec,Unf,GasA,1,4,1,TA,7,Typ,1,Unf,2,576.0,TA,TA,Y,342.0,136500.0,2875.0,83,2,128.0
1078,1305,20,RM,6000.0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,281.0,Fa,TA,Y,0.0,107900.0,1802.0,54,1,0.0
1079,2014,50,RM,6240.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,No,LwQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,2,528.0,TA,TA,Y,225.0,126000.0,2270.0,69,2,84.0
1080,1,20,RL,31770.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,Gd,Gd,BLQ,Unf,GasA,1,3,1,TA,7,Typ,2,Fin,2,528.0,TA,TA,P,210.0,215000.0,2736.0,50,2,62.0
1082,622,20,RL,9600.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,Gd,5,Typ,1,Unf,1,264.0,TA,TA,Y,0.0,147000.0,2226.0,59,1,200.0
1083,913,30,RL,8574.0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,1,Unf,2,440.0,TA,TA,Y,0.0,147500.0,2048.0,93,1,180.0
